id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
646,2018,Bready,08/20/18,Ireland,Afghanistan,Ireland,Batting,normal,,Afghanistan,16 runs,,,Bready,,,
647,2018,Bready,08/22/18,Ireland,Afghanistan,Ireland,Fielding,normal,,Afghanistan,81 runs,,,Bready,,,
648,2018,East London,10/09/18,South Africa,Zimbabwe,South Africa,Fielding,normal,,South Africa,34 runs,,,East London,,,
649,2018,Potchefstroom,10/12/18,South Africa,Zimbabwe,South Africa,Batting,normal,,South Africa,,6 wickets,,Potchefstroom,,,
650,2018,Tolerance Oval,10/22/18,U.A.E.,Australia,U.A.E.,Batting,normal,,Australia,,7 wickets,,Tolerance Oval,,,
651,2018,Abu Dhabi,10/24/18,Australia,Pakistan,Australia,Fielding,normal,,Pakistan,66 runs,,,Abu Dhabi,,,
652,2018,Dubai (DSC),10/26/18,Australia,Pakistan,Australia,Fielding,normal,,Pakistan,11 runs,,,Dubai (DSC),,,
653,2018,Colombo (RPS),10/27/18,Sri Lanka,England,Sri Lanka,Fielding,normal,,England,30 runs,,,Colombo (RPS),,,
654,2018,Dubai (DSC),10/28/18,Australia,Pakistan,Australia,Fielding,normal,,Pakistan,33 runs,,,Dubai (DSC),,,
655,2018,Abu Dhabi,10/31/18,New Zealand,Pakistan,New Zealand,Batting,normal,,Pakistan,2 runs,,,Abu Dhabi,,,
656,2018,Dubai (DSC),11/02/18,New Zealand,Pakistan,Pakistan,Fielding,normal,,Pakistan,,6 wickets,,Dubai (DSC),,,
657,2018,Kolkata,11/04/18,India,West Indies,West Indies,Batting,normal,,India,,5 wickets,,Kolkata,,,
658,2018,Dubai (DSC),11/04/18,New Zealand,Pakistan,Pakistan,Batting,normal,,Pakistan,47 runs,,,Dubai (DSC),,,
659,2018,Lucknow,11/06/18,India,West Indies,West Indies,Batting,normal,,India,71 runs,,,Lucknow,,,
660,2018,Chennai,11/11/18,India,West Indies,West Indies,Fielding,normal,,India,,6 wickets,,Chennai,,,
661,2018,Carrara,11/17/18,Australia,South Africa,South Africa,Fielding,normal,,South Africa,21 runs,,,Carrara,,,
662,2018,Brisbane,11/21/18,Australia,India,India,Fielding,normal,,Australia,4 runs,,,Brisbane,,,
663,2018,Melbourne,11/23/18,Australia,India,India,Fielding,no res,,,,,,Melbourne Cricket Ground ,,,
664,2018,Sydney,11/25/18,Australia,India,India,Fielding,normal,,India,,6 wickets,,Sydney,,,
665,2018,Sylhet,12/17/18,Bangladesh,West Indies,West Indies,Batting,normal,,West Indies,,8 wickets,,Sylhet,,,
666,2018,Dhaka,12/20/18,Bangladesh,West Indies,West Indies,Batting,normal,,Bangladesh,36 runs,,,Dhaka,,,
667,2018,Dhaka,12/22/18,Bangladesh,West Indies,West Indies,Fielding,normal,,West Indies,50 runs,,,Dhaka,,,
668,2019,Auckland,01/11/19,New Zealand,Sri Lanka,Sri Lanka,Fielding,normal,,New Zealand,35 runs,,,eden park,,,
669,2019,Al Amerat,01/20/19,Bahrain,Saudi Arabia,Saudi Arabia,Fielding,normal,,Bahrain,41 runs,,,Al Amerat,,,
670,2019,Al Amerat,01/20/19,Kuwait,Maldives,Maldives,Batting,normal,,Kuwait,,8 wickets,,Al Amerat,,,
671,2019,Al Amerat,01/21/19,Bahrain,Maldives,Maldives,Batting,normal,,Bahrain,,2 wickets,,Al Amerat,,,
672,2019,Al Amerat,01/21/19,Qatar,Saudi Arabia,Saudi Arabia,Fielding,normal,,Qatar,,4 wickets,,Al Amerat,,,
673,2019,Al Amerat,01/22/19,Kuwait,Qatar,Qatar,Fielding,tie,,,,,,Al Amerat,,,
674,2019,Al Amerat,01/22/19,Maldives,Saudi Arabia,Saudi Arabia,Fielding,normal,,Saudi Arabia,,6 wickets,,Al Amerat,,,
675,2019,Al Amerat,01/23/19,Maldives,Qatar,Qatar,Fielding,normal,,Qatar,,8 wickets,,Al Amerat,,,
676,2019,Al Amerat,01/23/19,Bahrain,Kuwait,Kuwait,Batting,normal,,Kuwait,,7 wickets,,Al Amerat,,,
677,2019,Al Amerat,01/24/19,Kuwait,Saudi Arabia,Saudi Arabia,Fielding,normal,,Saudi Arabia,,7 wickets,,Al Amerat,,,
678,2019,Al Amerat,01/24/19,Bahrain,Qatar,Qatar,Batting,normal,,Qatar,48 runs,,,Al Amerat,,,
679,2019,Al Amerat,01/24/19,Qatar,Saudi Arabia,Saudi Arabia,Fielding,normal,,Saudi Arabia,,8 wickets,,Al Amerat,,,
680,2019,ICCA Dubai,01/31/19,U.A.E.,Nepal,Nepal,Fielding,normal,,U.A.E.,21 runs,,,ICCA Dubai,,,
681,2019,ICCA Dubai,02/01/19,U.A.E.,Nepal,Nepal,Fielding,normal,,Nepal,,4 wickets,,ICCA Dubai,,,
682,2019,Cape Town,02/01/19,South Africa,Pakistan,Pakistan,Fielding,normal,,South Africa,6 runs,,,Cape Town,,,
683,2019,ICCA Dubai,02/03/19,U.A.E.,Nepal,Nepal,Batting,normal,,Nepal,14 runs,,,ICCA Dubai,,,
684,2019,Johannesburg,02/03/19,South Africa,Pakistan,Pakistan,Batting,normal,,South Africa,7 runs,,,Imperial Wanderer Stadium,,,
685,2019,Wellington,02/06/19,New Zealand,India,India,Fielding,normal,,New Zealand,80 runs,,,Wellington,,,
686,2019,Centurion,02/06/19,South Africa,Pakistan,Pakistan,Fielding,normal,,Pakistan,27 runs,,,Centurion,,,
687,2019,Auckland,02/08/19,New Zealand,India,India,Fielding,normal,,India,,7 wickets,,Oval,,,
688,2019,Hamilton,02/10/19,New Zealand,India,New Zealand,Fielding,normal,,New Zealand,4 runs,,,Hamilton,,,
689,2019,Al Amerat,02/13/19,Netherlands,Scotland,Netherlands,Batting,normal,,Netherlands,,7 wickets,,Al Amerat,,,
690,2019,Al Amerat,02/13/19,Oman,Ireland,Ireland,Fielding,normal,,Ireland,15 runs,,,Al Amerat,,,
691,2019,Al Amerat,02/15/19,Oman,Netherlands,Netherlands,Fielding,normal,,Netherlands,,8 wickets,,Al Amerat,,,
692,2019,Al Amerat,02/15/19,Ireland,Scotland,Scotland,Fielding,normal,,Scotland,,6 wickets,,Al Amerat,,,
693,2019,Al Amerat,02/17/19,Ireland,Netherlands,Ireland,Batting,normal,,Ireland,,1 wicket,,Al Amerat,,,
694,2019,Al Amerat,02/17/19,Oman,Scotland,Scotland,Fielding,normal,,Scotland,,7 wickets,,Al Amerat,,,
695,2019,Dehradun,02/21/19,Afghanistan,Ireland,Afghanistan,Fielding,normal,,Afghanistan,,5 wickets,,Dehradun,,,
696,2019,Dehradun,02/23/19,Afghanistan,Ireland,Afghanistan,Fielding,normal,,Afghanistan,84 runs,,,Dehradun,,,
697,2019,Dehradun,02/24/19,Afghanistan,Ireland,Afghanistan,Fielding,normal,,Afghanistan,32 runs,,,Dehradun,,,
698,2019,Visakhapatnam,02/24/19,India,Australia,Australia,Batting,normal,,Australia,,3 wickets,,Visakhapatnam,,,
699,2019,Bengaluru,02/27/19,India,Australia,Australia,Fielding,normal,,Australia,,7 wickets,,Bengaluru,,,
700,2019,Gros Islet,03/05/19,West Indies,England,England,Batting,normal,,England,,4 wickets,,Gros Islet,,,
701,2019,Basseterre,03/08/19,West Indies,England,West Indies,Fielding,normal,,England,137 runs,,,Basseterre,,,
702,2019,Basseterre,03/10/19,West Indies,England,West Indies,Fielding,normal,,England,,8 wickets,,Basseterre,,,
703,2019,ICCA Dubai,03/15/19,U.A.E.,U.S.A.,U.A.E.,Batting,no res,,,,,,ICCA Dubai,,,
704,2019,ICCA Dubai,03/16/19,U.A.E.,U.S.A.,U.A.E.,Fielding,normal,,U.A.E.,24 runs,,,ICCA Dubai,,,
705,2019,Cape Town,03/19/19,South Africa,Sri Lanka,South Africa,Fielding,tie,,,,,,Cape Town,,,
706,2019,Port Moresby,03/22/19,P.N.G.,Philippines,Philippines,Batting,normal,,P.N.G.,133 runs,,,Port Moresby,,,
707,2019,Port Moresby,03/22/19,P.N.G.,Vanuatu,P.N.G.,Fielding,normal,,P.N.G.,,8 wickets,,Port Moresby,,,
708,2019,Centurion,03/22/19,South Africa,Sri Lanka,South Africa,Fielding,normal,,South Africa,16 runs,,,Centurion,,,
709,2019,Port Moresby,03/23/19,Philippines,Vanuatu,Vanuatu,Batting,normal,,Vanuatu,63 runs,,,Port Moresby,,,
710,2019,Port Moresby,03/23/19,P.N.G.,Philippines,P.N.G.,Fielding,no res,,,,,,Port Moresby,,,
711,2019,Port Moresby,03/24/19,Philippines,Vanuatu,Philippines,Fielding,normal,,Philippines,10 runs,,,Port Moresby,,,
712,2019,Port Moresby,03/24/19,P.N.G.,Vanuatu,South Africa,Fielding,normal,,P.N.G.,,10 wickets,,Port Moresby,,,
713,2019,Johannesburg,03/24/19,South Africa,Sri Lanka,Spain,Fielding,normal,,South Africa,45 runs,,,Imperial Wanderer Stadium,,,
714,2019,Cartagena,03/29/19,Spain,Malta,Spain,Batting,normal,,Spain,,7 wickets,,Cartagena,,,
715,2019,Cartagena,03/30/19,Spain,Malta,Belize,Batting,normal,,Spain,109 runs,,,Cartagena,,,
716,2019,Naucalpan,04/25/19,Mexico,Belize,Panama,Fielding,normal,,Belize,,4 wickets,,Naucalpan,,,
717,2019,Naucalpan,04/25/19,Costa Rica,Panama,Mexico,Batting,normal,,Panama,,7 wickets,,Naucalpan,,,
718,2019,Naucalpan,04/26/19,Mexico,Costa Rica,Belize,Fielding,normal,,Mexico,,3 wickets,,Naucalpan,,,
719,2019,Naucalpan,04/26/19,Belize,Panama,Belize,Batting,normal,,Belize,9 runs,,,Naucalpan,,,
720,2019,Naucalpan,04/27/19,Belize,Costa Rica,Belize,Fielding,normal,,Belize,,5 wickets,,Naucalpan,,,
721,2019,Naucalpan,04/27/19,Mexico,Panama,Mexico,Fielding,normal,,Panama,33 runs,,,Naucalpan,,,
722,2019,Cardiff,05/05/19,England,Pakistan,England,Batting,normal,,England,,7 wickets,,Cardiff,,,
723,2019,Waterloo,05/11/19,Belgium,Germany,Belgium,Batting,normal,,Germany,9 runs,,,Waterloo,,,
724,2019,Waterloo,05/11/19,Belgium,Germany,Belgium,Fielding,normal,,Germany,62 runs,,,Waterloo,,,
725,2019,Waterloo,05/12/19,Belgium,Germany,Germany,Fielding,normal,,Germany,,6 wickets,,Waterloo,,,
726,2019,Kampala,05/20/19,Kenya,Nigeria,Kenya,Fielding,normal,,Kenya,,8 wickets,,Kampala,,,
727,2019,Kampala,05/20/19,Ghana,Namibia,Namibia,Fielding,normal,,Namibia,,9 wickets,,Kampala,,,
728,2019,Kampala,05/20/19,Uganda,Botswana,Uganda,Fielding,normal,,Uganda,52 runs,,,Kampala,,,
729,2019,Kampala,05/21/19,Uganda,Namibia,Namibia,Fielding,normal,,Namibia,42 runs,,,Kampala,,,
730,2019,Kampala,05/21/19,Botswana,Nigeria,Nigeria,Batting,normal,,Nigeria,11 runs,,,Kampala,,,
731,2019,Kampala,05/21/19,Ghana,Kenya,Kenya,Fielding,normal,,Kenya,53 runs,,,Kampala,,,
732,2019,Kampala,05/22/19,Ghana,Nigeria,Nigeria,Fielding,normal,,Nigeria,28 runs,,,Kampala,,,
733,2019,Kampala,05/22/19,Botswana,Namibia,Namibia,Fielding,normal,,Namibia,,10 wickets,,Kampala,,,
734,2019,Kampala,05/22/19,Uganda,Kenya,Kenya,Batting,normal,,Kenya,1 run,,,Kampala,,,
735,2019,Kampala,05/23/19,Uganda,Ghana,Uganda,Fielding,normal,,Uganda,,7 wickets,,Kampala,,,
736,2019,Utrecht,05/25/19,Germany,Italy,Italy,Fielding,normal,,Italy,,7 wickets,,Utrecht,,,
737,2019,Utrecht,05/25/19,Germany,Italy,Italy,Batting,normal,,Italy,,6 wickets,,Utrecht,,,
738,2019,St Peter Port,05/31/19,Guernsey,Jersey,Guernsey,Fielding,tie,,,,,,St Peter Port,,,
739,2019,Castel,06/01/19,Guernsey,Jersey,Jersey,Batting,normal,,Jersey,41 runs,,,Castel,,,
740,2019,Castel,06/01/19,Guernsey,Jersey,Jersey,Fielding,normal,,Jersey,76 runs,,,Castel,,,
741,2019,Castel,06/15/19,Guernsey,Jersey,Jersey,Batting,normal,,Jersey,,8 wickets,,Castel,,,
742,2019,St Peter Port,06/15/19,Italy,Norway,Italy,Batting,normal,,Italy,20 runs,,,St Peter Port,,,
743,2019,Castel,06/15/19,Guernsey,Germany,Germany,Batting,normal,,Germany,,5 wickets,,Castel,,,
744,2019,St Peter Port,06/16/19,Germany,Italy,Italy,Fielding,normal,,Italy,,5 wickets,,St Peter Port,,,
745,2019,Castel,06/16/19,Denmark,Jersey,Jersey,Batting,normal,,Jersey,18 runs,,,Castel,,,
746,2019,St Peter Port,06/16/19,Guernsey,Italy,Italy,Fielding,normal,,Italy,11 runs,,,St Peter Port,,,
747,2019,Castel,06/16/19,Jersey,Norway,Jersey,Batting,normal,,Jersey,80 runs,,,Castel,,,
748,2019,Castel,06/17/19,Denmark,Norway,Denmark,Fielding,normal,,Denmark,46 runs,,,Castel,,,
749,2019,Castel,06/18/19,Guernsey,Denmark,Guernsey,Batting,no res,,,,,,Castel,,,
750,2019,Castel,06/18/19,Denmark,Italy,Denmark,Fielding,no res,,,,,,Castel,,,
751,2019,Castel,06/19/19,Guernsey,Norway,Guernsey,Batting,normal,,Guernsey,,4 wickets,,Castel,,,
752,2019,St Peter Port,06/19/19,Italy,Jersey,Jersey,Fielding,normal,,Jersey,73 runs,,,St Peter Port,,,
753,2019,Castel,06/19/19,Denmark,Germany,Germany,Batting,normal,,Germany,,7 wickets,,Castel,,,
754,2019,Castel,06/20/19,Guernsey,Denmark,Guernsey,Fielding,normal,,Guernsey,6 runs,,,Castel,,,
755,2019,St Peter Port,06/20/19,Germany,Norway,Germany,Fielding,normal,,Germany,,7 wickets,,St Peter Port,,,
756,2019,Castel,06/20/19,Denmark,Italy,Denmark,Fielding,normal,,Denmark,30 runs,,,Castel,,,
757,2019,St Peter Port,06/20/19,Germany,Jersey,Germany,Batting,normal,,Germany,,3 wickets,,St Peter Port,,,
758,2019,Rotterdam,06/23/19,Netherlands,Zimbabwe,Netherlands,Fielding,normal,,Netherlands,49 runs,,,Rotterdam,,,
759,2019,Kuala Lumpur,06/24/19,Malaysia,Thailand,Malaysia,Fielding,normal,,Malaysia,,5 wickets,,Kuala Lumpur,,,
760,2019,Kuala Lumpur,06/25/19,Malaysia,Maldives,Malaysia,Batting,normal,,Malaysia,73 runs,,,Kuala Lumpur,,,
761,2019,Rotterdam,06/25/19,Netherlands,Zimbabwe,Netherlands,Fielding,tie,,,,,,Rotterdam,,,
762,2019,Kuala Lumpur,06/26/19,Maldives,Thailand,Maldives,Batting,normal,,Maldives,,2 wickets,,Kuala Lumpur,,,
763,2019,Kuala Lumpur,06/27/19,Malaysia,Thailand,Malaysia,Fielding,normal,,Malaysia,,8 wickets,,Kuala Lumpur,,,
764,2019,Kuala Lumpur,06/28/19,Malaysia,Maldives,Malaysia,Batting,no res,,,,,,Kuala Lumpur,,,
765,2019,Kuala Lumpur,06/29/19,Maldives,Thailand,Thailand,Fielding,normal,,Thailand,,5 wickets,,Kuala Lumpur,,,
766,2019,Doha,07/04/19,Qatar,Kuwait,Kuwait,Fielding,normal,,Kuwait,,7 wickets,,Doha,,,
767,2019,Doha,07/05/19,Qatar,Kuwait,Qatar,Batting,tie,,,,,,Doha,,,
768,2019,Doha,07/06/19,Qatar,Kuwait,Qatar,Fielding,normal,,Qatar,,3 wickets,,Doha,,,
769,2019,Apia (No 1),07/08/19,Samoa,P.N.G.,P.N.G.,Fielding,normal,,P.N.G.,,9 wickets,,Apia (No 1),,,
770,2019,Apia (No 3),07/09/19,P.N.G.,Vanuatu,P.N.G.,Fielding,normal,,P.N.G.,,3 wickets,,Apia (No 3),,,
771,2019,Apia (No 1),07/09/19,Samoa,Vanuatu,Samoa,Batting,normal,,Samoa,,2 wickets,,Apia (No 1),,,
772,2019,Apia (No 2),07/10/19,Samoa,P.N.G.,P.N.G.,Batting,normal,,P.N.G.,,7 wickets,,Apia (No 2),,,
773,2019,Apia (No 3),07/12/19,Samoa,Vanuatu,Vanuatu,Fielding,normal,,Vanuatu,32 runs,,,Apia (No 3),,,
774,2019,Apia (No 2),07/12/19,P.N.G.,Vanuatu,P.N.G.,Fielding,normal,,P.N.G.,59 runs,,,Apia (No 2),,,
775,2019,Bready,07/12/19,Ireland,Zimbabwe,Ireland,Fielding,normal,,Ireland,,9 wickets,,Bready,,,
776,2019,Apia (No 2),07/13/19,P.N.G.,Vanuatu,P.N.G.,Fielding,normal,,P.N.G.,32 runs,,,Apia (No 2),,,
777,2019,Kuala Lumpur,07/13/19,Malaysia,Nepal,Nepal,Fielding,normal,,Nepal,,7 wickets,,Kuala Lumpur,,,
778,2019,Brondby,07/13/19,Denmark,Finland,Denmark,Batting,normal,,Denmark,1 run,,,Brondby,,,
779,2019,Brondby,07/13/19,Denmark,Finland,Denmark,Batting,normal,,Denmark,38 runs,,,Brondby,,,
780,2019,Kuala Lumpur,07/14/19,Malaysia,Nepal,Nepal,Fielding,normal,,Nepal,6 runs,,,Kuala Lumpur,,,
781,2019,Bready,07/14/19,Ireland,Zimbabwe,Zimbabwe,Fielding,normal,,Zimbabwe,,8 wickets,,Bready,,,
782,2019,Singapore,07/22/19,Singapore,Qatar,Singapore,Fielding,normal,,Singapore,33 runs,,,Singapore,,,
783,2019,Singapore,07/22/19,Kuwait,Malaysia,Malaysia,Batting,normal,,Malaysia,42 runs,,,Singapore,,,
784,2019,Singapore,07/23/19,Nepal,Qatar,Qatar,Batting,normal,,Qatar,,4 wickets,,Singapore,,,
785,2019,Singapore,07/24/19,Malaysia,Nepal,Nepal,Fielding,normal,,Nepal,,7 wickets,,Singapore,,,
786,2019,Singapore,07/26/19,Kuwait,Qatar,Kuwait,Fielding,normal,,Kuwait,10 runs,,,Singapore,,,
787,2019,Singapore,07/26/19,Singapore,Malaysia,Singapore,Batting,normal,,Singapore,,8 wickets,,Singapore,,,
788,2019,Singapore,07/27/19,Kuwait,Nepal,Nepal,Batting,normal,,Nepal,,7 wickets,,Singapore,,,
789,2019,Singapore,07/27/19,Malaysia,Qatar,Qatar,Fielding,normal,,Qatar,,4 wickets,,Singapore,,,
790,2019,Singapore,07/28/19,Singapore,Nepal,Singapore,Fielding,normal,,Singapore,82 runs,,,Singapore,,,
791,2019,Amstelveen,08/03/19,Netherlands,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,13 runs,,,Amstelveen,,,
792,2019,Lauderhill,08/03/19,India,West Indies,India,Batting,normal,,India,,4 wickets,,Lauderhill,,,
793,2019,Lauderhill,08/04/19,India,West Indies,India,Fielding,normal,,India,22 runs,,,Lauderhill,,,
794,2019,Amstelveen,08/05/19,Netherlands,U.A.E.,U.A.E.,Batting,normal,,U.A.E.,,5 wickets,,Amstelveen,,,
795,2019,The Hague,08/06/19,Netherlands,U.A.E.,U.A.E.,Batting,normal,,U.A.E.,14 runs,,,The Hague,,,
796,2019,Providence,08/06/19,West Indies,India,India,Batting,normal,,India,,7 wickets,,Providence,,,
797,2019,The Hague,08/08/19,Netherlands,U.A.E.,U.A.E.,Fielding,normal,,U.A.E.,,7 wickets,,The Hague,,,
798,2019,Kerava,08/17/19,Finland,Spain,Finland,Batting,normal,,Finland,82 runs,,,Kerava,,,
799,2019,Kerava,08/17/19,Finland,Spain,Spain,Batting,normal,,Spain,,6 wickets,,Kerava,,,
800,2019,Kerava,08/18/19,Finland,Spain,Spain,Fielding,normal,,Spain,,4 wickets,,Kerava,,,
801,2019,Sandys Parish,08/18/19,Bermuda,U.S.A.,Bermuda,Batting,normal,,Bermuda,6 runs,,,Sandys Parish,,,
802,2019,Sandys Parish,08/18/19,Canada,Cayman Is,Canada,Batting,normal,,Canada,84 runs,,,Sandys Parish,,,
803,2019,Windhoek,08/19/19,Namibia,Botswana,Namibia,Fielding,normal,,Namibia,93 runs,,,Windhoek,,,
804,2019,Hamilton,08/19/19,Bermuda,Canada,Bermuda,Batting,no res,,,,,,Hamilton,,,
805,2019,Hamilton,08/19/19,Cayman Is,U.S.A.,U.S.A.,Batting,normal,,U.S.A.,10 runs,,,Hamilton,,,
806,2019,Windhoek,08/20/19,Namibia,Botswana,Namibia,Fielding,normal,,Namibia,124 runs,,,Windhoek,,,
807,2019,Sandys Parish,08/21/19,Bermuda,Cayman Is,Bermuda,Batting,normal,,Bermuda,,6 wickets,,Sandys Parish,,,
808,2019,Sandys Parish,08/21/19,Canada,U.S.A.,Canada,Batting,normal,,Canada,,4 wickets,,Sandys Parish,,,
809,2019,Windhoek,08/22/19,Namibia,Botswana,Namibia,Fielding,normal,,Namibia,78 runs,,,Windhoek,,,
810,2019,Sandys Parish,08/22/19,Canada,Cayman Is,Canada,Fielding,normal,,Canada,,8 wickets,,Sandys Parish,,,
811,2019,Sandys Parish,08/22/19,Bermuda,U.S.A.,Bermuda,Fielding,normal,,Bermuda,,4 wickets,,Sandys Parish,,,
812,2019,Windhoek,08/23/19,Namibia,Botswana,Namibia,Batting,normal,,Namibia,,8 wickets,,Windhoek,,,
813,2019,Sandys Parish,08/24/19,Cayman Is,U.S.A.,U.S.A.,Fielding,normal,,U.S.A.,,9 wickets,,Sandys Parish,,,
814,2019,Sandys Parish,08/24/19,Bermuda,Canada,Canada,Fielding,normal,,Canada,,8 wickets,,Sandys Parish,,,
815,2019,Sandys Parish,08/25/19,Canada,U.S.A.,Canada,Batting,normal,,Canada,15 runs,,,Sandys Parish,,,
816,2019,Sandys Parish,08/25/19,Bermuda,Cayman Is,Bermuda,Fielding,normal,,Bermuda,,6 wickets,,Sandys Parish,,,
817,2019,Ilfov County,08/29/19,Romania,Austria,Romania,Batting,normal,,Romania,31 runs,,,Ilfov County,,,
818,2019,Ilfov County,08/29/19,Luxembourg,Turkey,Luxembourg,Batting,normal,,Luxembourg,,8 wickets,,Ilfov County,,,
819,2019,Ilfov County,08/29/19,Romania,Turkey,Romania,Fielding,normal,,Romania,173 runs,,,Ilfov County,,,
820,2019,Ilfov County,08/30/19,Austria,Czech Rep.,Austria,Batting,normal,,Austria,,8 wickets,,Ilfov County,,,
821,2019,Ilfov County,08/30/19,Romania,Luxembourg,Romania,Fielding,normal,,Romania,,7 wickets,,Ilfov County,,,
822,2019,Ilfov County,08/30/19,Czech Rep.,Turkey,Czech Rep.,Fielding,normal,,Czech Rep.,257 runs,,,Ilfov County,,,
823,2019,Ilfov County,08/31/19,Austria,Luxembourg,Austria,Fielding,normal,,Austria,135 runs,,,Ilfov County,,,
824,2019,Ilfov County,08/31/19,Romania,Czech Rep.,Czech Rep.,Batting,normal,,Czech Rep.,,6 wickets,,Ilfov County,,,
825,2019,Ilfov County,08/31/19,Austria,Turkey,Austria,Fielding,normal,,Austria,,10 wickets,,Ilfov County,,,
826,2019,Ilfov County,09/01/19,Czech Rep.,Luxembourg,Czech Rep.,Fielding,normal,,Czech Rep.,,6 wickets,,Ilfov County,,,
827,2019,Ilfov County,09/01/19,Austria,Czech Rep.,Austria,Fielding,normal,,Austria,30 runs,,,Ilfov County,,,
828,2019,Pallekele,09/01/19,Sri Lanka,New Zealand,New Zealand,Fielding,normal,,New Zealand,,5 wickets,,Pallekele,,,
829,2019,Pallekele,09/03/19,Sri Lanka,New Zealand,New Zealand,Fielding,normal,,New Zealand,,4 wickets,,Pallekele,,,
830,2019,Pallekele,09/06/19,Sri Lanka,New Zealand,Sri Lanka,Fielding,normal,,Sri Lanka,37 runs,,,Pallekele,,,
831,2019,Dhaka,09/13/19,Bangladesh,Zimbabwe,Bangladesh,Fielding,normal,,Bangladesh,,3 wickets,,Dhaka,,,
832,2019,Dhaka,09/14/19,Afghanistan,Zimbabwe,Afghanistan,Batting,normal,,Afghanistan,28 runs,,,Dhaka,,,
833,2019,Dhaka,09/15/19,Bangladesh,Afghanistan,Afghanistan,Fielding,normal,,Afghanistan,25 runs,,,Dhaka,,,
834,2019,Dublin (Malahide),09/16/19,Netherlands,Scotland,Scotland,Fielding,normal,,Scotland,58 runs,,,Dublin (Malahide),,,
835,2019,Dublin (Malahide),09/17/19,Ireland,Scotland,Ireland,Fielding,normal,,Ireland,,4 wickets,,Dublin (Malahide),,,
836,2019,Chattogram,09/18/19,Bangladesh,Zimbabwe,Bangladesh,Fielding,normal,,Bangladesh,39 runs,,,Chattogram,,,
837,2019,Dublin (Malahide),09/18/19,Ireland,Netherlands,Netherlands,Fielding,normal,,Netherlands,,6 wickets,,Dublin (Malahide),,,
838,2019,Mohali,09/18/19,India,South Africa,India,Batting,normal,,India,,7 wickets,,Mohali,,,
839,2019,Dublin (Malahide),09/19/19,Netherlands,Scotland,Scotland,Batting,normal,,Scotland,,6 wickets,,Dublin (Malahide),,,
840,2019,Chattogram,09/20/19,Afghanistan,Zimbabwe,Zimbabwe,Fielding,normal,,Zimbabwe,,7 wickets,,Chattogram,,,
841,2019,Dublin (Malahide),09/20/19,Ireland,Scotland,Ireland,Fielding,normal,,Ireland,1 run,,,Dublin (Malahide),,,
842,2019,Chattogram,09/21/19,Bangladesh,Afghanistan,Bangladesh,Fielding,normal,,Bangladesh,,4 wickets,,Chattogram,,,
843,2019,Bengaluru,09/22/19,India,South Africa,South Africa,Batting,normal,,South Africa,,9 wickets,,Bengaluru,,,
844,2019,Singapore,09/27/19,Nepal,Zimbabwe,Zimbabwe,Fielding,normal,,Zimbabwe,,5 wickets,,Singapore,,,
845,2019,Singapore,09/28/19,Singapore,Nepal,Nepal,Batting,normal,,Nepal,,9 wickets,,Singapore,,,
846,2019,Kuala Lumpur,09/29/19,Malaysia,Vanuatu,Vanuatu,Fielding,normal,,Vanuatu,17 runs,,,Kuala Lumpur,,,
847,2019,Singapore,09/29/19,Singapore,Zimbabwe,Singapore,Batting,normal,,Singapore,4 runs,,,Singapore,,,
848,2019,Kuala Lumpur,"Oct 1-2, 2019",Malaysia,Vanuatu,Vanuatu,Fielding,normal,,Vanuatu,51 runs,,,Kuala Lumpur,,,
849,2019,Singapore,10/01/19,Nepal,Zimbabwe,Zimbabwe,Fielding,normal,,Zimbabwe,40 runs,,,Singapore,,,
850,2019,Kuala Lumpur,10/02/19,Malaysia,Vanuatu,Malaysia,Fielding,normal,,Malaysia,26 runs,,,Kuala Lumpur,,,
851,2019,Kuala Lumpur,10/03/19,Malaysia,Vanuatu,Vanuatu,Fielding,normal,,Vanuatu,,6 wickets,,Kuala Lumpur,,,
852,2019,Singapore,10/03/19,Singapore,Zimbabwe,Zimbabwe,Batting,normal,,Zimbabwe,,8 wickets,,Singapore,,,
853,2019,Cortijo Polo Club Pitch A,10/03/19,Argentina,Mexico,Argentina,Batting,normal,,Argentina,,9 wickets,,Cortijo Polo Club Pitch A,,,
854,2019,Cortijo Polo Club Pitch B,10/03/19,Brazil,Chile,Brazil,Fielding,normal,,Brazil,35 runs,,,Cortijo Polo Club Pitch B,,,
855,2019,Cortijo Polo Club Pitch A,10/03/19,Peru,Brazil,Peru,Fielding,normal,,Peru,2 runs,,,Cortijo Polo Club Pitch A,,,
856,2019,Kuala Lumpur,10/04/19,Malaysia,Vanuatu,Malaysia,Fielding,normal,,Malaysia,22 runs,,,Kuala Lumpur,,,
857,2019,Cortijo Polo Club Pitch A,10/04/19,Chile,Mexico,Chile,Batting,normal,,Chile,,4 wickets,,Cortijo Polo Club Pitch A,,,
858,2019,Cortijo Polo Club Pitch B,10/04/19,Peru,Argentina,Argentina,Batting,normal,,Argentina,,7 wickets,,Cortijo Polo Club Pitch B,,,
859,2019,Cortijo Polo Club Pitch A,10/04/19,Argentina,Brazil,Argentina,Fielding,normal,,Argentina,29 runs,,,Cortijo Polo Club Pitch A,,,
